name,price,location,posted_date,image_name,img_link,description,price_type
عدد 9 سجاد ومشايات,"EGP 4,000","Shorouk City, Cairo",1 day ago,عدد 9 سجاد ومشايات.jpg,https://images.dubizzle.com.eg/thumbnails/137300008-400x300.jpeg,"عدد 9 سجاد ومشايات. السعر: جنيه مصري 4000. الموقع: Shorouk City, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
مكتب 170سم *80سم مستعملة مستوردة استعمال خفيف مع وحدة الادراج,"EGP 2,500","Downtown Cairo, Cairo",1 day ago,مكتب 170سم 80سم مستعملة مستوردة استعمال خفيف مع وحدة الادراج.jpg,https://images.dubizzle.com.eg/thumbnails/125829862-400x300.jpeg,"مكتب 170سم *80سم مستعملة مستوردة استعمال خفيف مع وحدة الادراج. السعر: جنيه مصري 2500. الموقع: Downtown Cairo, Cairo. مستعمل تم النشر منذ 1 يوم مضت.",Fixed
سفره ٦ كراسى  خشب زان,"EGP 27,000","5th District, New Cairo",1 day ago,سفره ٦ كراسى  خشب زان.jpg,https://images.dubizzle.com.eg/thumbnails/112317489-400x300.jpeg,"سفره ٦ كراسى  خشب زان. السعر: جنيه مصري 27000. الموقع: 5th District, New Cairo. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Negotiable
كنبه وسط و٢ فوتي مستعمل حاله جيده,"EGP 5,500","Stanley, Alexandria",1 day ago,كنبه وسط و٢ فوتي مستعمل حاله جيده.jpg,https://images.dubizzle.com.eg/thumbnails/92643588-400x300.jpeg,"كنبه وسط و٢ فوتي مستعمل حاله جيده. السعر: جنيه مصري 5500. الموقع: Stanley, Alexandria. مستعمل تم النشر منذ 1 يوم مضت.",Fixed
انترية استعمال نظيف,"EGP 15,000","Shubra al-Khaimah, Qalyubia",1 day ago,انترية استعمال نظيف.jpg,https://images.dubizzle.com.eg/thumbnails/135015840-400x300.jpeg,"انترية استعمال نظيف. السعر: جنيه مصري 15000. الموقع: Shubra al-Khaimah, Qalyubia.  تم النشر منذ 1 يوم مضت.",Fixed
غرفه نوم مودرن,"EGP 25,000","Shebin al-Koum, Monufia",1 day ago,غرفه نوم مودرن.jpg,https://images.dubizzle.com.eg/thumbnails/9405455-400x300.jpeg,"غرفه نوم مودرن. السعر: جنيه مصري 25000. الموقع: Shebin al-Koum, Monufia.  تم النشر منذ 1 يوم مضت.",Fixed
قاعدة,EGP 150,"Nasr City, Cairo",1 day ago,قاعدة.jpg,https://images.dubizzle.com.eg/thumbnails/137211736-400x300.jpeg,"قاعدة. السعر: جنيه مصري 150. الموقع: Nasr City, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
سجادة للبيع,EGP 800,"Mahalla al-Kobra, Gharbia",1 day ago,سجادة للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/127889606-400x300.jpeg,"سجادة للبيع. السعر: جنيه مصري 800. الموقع: Mahalla al-Kobra, Gharbia.  تم النشر منذ 1 يوم مضت.",Negotiable
سفره استعمال خفيف بحالتها,"EGP 5,500","Miami, Alexandria",1 day ago,سفره استعمال خفيف بحالتها.jpg,https://images.dubizzle.com.eg/thumbnails/137211356-400x300.jpeg,"سفره استعمال خفيف بحالتها. السعر: جنيه مصري 5500. الموقع: Miami, Alexandria.  تم النشر منذ 1 يوم مضت.",Negotiable
انتريه,"EGP 2,000","Mandara, Alexandria",1 day ago,انتريه.jpg,https://images.dubizzle.com.eg/thumbnails/137211268-400x300.jpeg,"انتريه. السعر: جنيه مصري 2000. الموقع: Mandara, Alexandria.  تم النشر منذ 1 يوم مضت.",Fixed
سفرة خشب زان حالة ممتازة استخدام شهرين,"EGP 6,000","Haram, Giza",1 day ago,سفرة خشب زان حالة ممتازة استخدام شهرين.jpg,https://images.dubizzle.com.eg/thumbnails/137211076-400x300.jpeg,"سفرة خشب زان حالة ممتازة استخدام شهرين. السعر: جنيه مصري 6000. الموقع: Haram, Giza. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Fixed
قرصه مطبخ جرانيت كشمير هندي طول ٣١١سم عمق ٦٦سم,"EGP 8,000","Obour City, Cairo",1 day ago,قرصه مطبخ جرانيت كشمير هندي طول ٣١١سم عمق ٦٦سم.jpg,https://images.dubizzle.com.eg/thumbnails/83361981-400x300.jpeg,"قرصه مطبخ جرانيت كشمير هندي طول ٣١١سم عمق ٦٦سم. السعر: جنيه مصري 8000. الموقع: Obour City, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
للبيع مشايه اروبترك رقم التواصل 01012085899,"EGP 4,000","Borg al-Arab, Alexandria",1 day ago,للبيع مشايه اروبترك رقم التواصل 01012085899.jpg,https://images.dubizzle.com.eg/thumbnails/137210864-400x300.jpeg,"للبيع مشايه اروبترك رقم التواصل 01012085899. السعر: جنيه مصري 4000. الموقع: Borg al-Arab, Alexandria.  تم النشر منذ 1 يوم مضت.",Negotiable
طاوله كمبيوتر,EGP 800,"Rod al-Farag, Cairo",1 day ago,طاوله كمبيوتر.jpg,https://images.dubizzle.com.eg/thumbnails/103269445-400x300.jpeg,"طاوله كمبيوتر. السعر: جنيه مصري 800. الموقع: Rod al-Farag, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
نجف كريستال,"EGP 1,500","Rod al-Farag, Cairo",1 day ago,نجف كريستال.jpg,https://images.dubizzle.com.eg/thumbnails/76045056-400x300.jpeg,"نجف كريستال. السعر: جنيه مصري 1500. الموقع: Rod al-Farag, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
طربيزات مدهبه طقم ٣ قطع,"EGP 2,500","New Nozha, Cairo",1 day ago,طربيزات مدهبه طقم ٣ قطع.jpg,https://images.dubizzle.com.eg/thumbnails/137210733-400x300.jpeg,"طربيزات مدهبه طقم ٣ قطع. السعر: جنيه مصري 2500. الموقع: New Nozha, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
صالون لويكنز,"EGP 1,600","10th of Ramadan, Sharqia",1 day ago,صالون لويكنز.jpg,https://images.dubizzle.com.eg/thumbnails/134760377-400x300.jpeg,"صالون لويكنز. السعر: جنيه مصري 1600. الموقع: 10th of Ramadan, Sharqia.  تم النشر منذ 1 يوم مضت.",Fixed
فيكتوريا شارع ابن منقذ,"EGP 1,500","Victoria, Alexandria",1 day ago,فيكتوريا شارع ابن منقذ.jpg,https://images.dubizzle.com.eg/thumbnails/137210598-400x300.jpeg,"فيكتوريا شارع ابن منقذ. السعر: جنيه مصري 1500. الموقع: Victoria, Alexandria.  تم النشر منذ 1 يوم مضت.",Negotiable
مكتبة,"EGP 5,000","Zezenia, Alexandria",1 day ago,مكتبة.jpg,https://images.dubizzle.com.eg/thumbnails/137210515-400x300.jpeg,"مكتبة. السعر: جنيه مصري 5000. الموقع: Zezenia, Alexandria.  تم النشر منذ 1 يوم مضت.",Fixed
سفره كامله استعمال ست شهور فقط,"EGP 7,000","Dekheila, Alexandria",1 day ago,سفره كامله استعمال ست شهور فقط.jpg,https://images.dubizzle.com.eg/thumbnails/137210239-400x300.jpeg,"سفره كامله استعمال ست شهور فقط. السعر: جنيه مصري 7000. الموقع: Dekheila, Alexandria.  تم النشر منذ 1 يوم مضت.",Fixed
مرتبة مستعملة سيرا تركي,"EGP 2,000","Faisal, Giza",1 day ago,مرتبة مستعملة سيرا تركي.jpg,https://images.dubizzle.com.eg/thumbnails/137210094-400x300.jpeg,"مرتبة مستعملة سيرا تركي. السعر: جنيه مصري 2000. الموقع: Faisal, Giza. مستعمل تم النشر منذ 1 يوم مضت.",Fixed
living rooms sofas for sale,"EGP 10,000","Sheikh Zayed, Giza",1 day ago,living rooms sofas for sale.jpg,https://images.dubizzle.com.eg/thumbnails/137210001-400x300.jpeg,"living rooms sofas for sale. السعر: جنيه مصري 10000. الموقع: Sheikh Zayed, Giza.  تم النشر منذ 1 يوم مضت.",Fixed
سفره للبيع,"EGP 10,000","Maadi, Cairo",1 day ago,سفره للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137209908-400x300.jpeg,"سفره للبيع. السعر: جنيه مصري 10000. الموقع: Maadi, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
مرتبه 180×200 cm,"EGP 1,500","Helmeyat El Zaytoun, Cairo",1 day ago,مرتبه 180×200 cm.jpg,https://images.dubizzle.com.eg/thumbnails/137209967-400x300.jpeg,"مرتبه 180×200 cm. السعر: جنيه مصري 1500. الموقع: Helmeyat El Zaytoun, Cairo.  تم النشر منذ 1 يوم مضت.",Fixed
قلايه كهربا,"EGP 1,200","Khanka, Qalyubia",1 day ago,قلايه كهربا.jpg,https://images.dubizzle.com.eg/thumbnails/137209849-400x300.jpeg,"قلايه كهربا. السعر: جنيه مصري 1200. الموقع: Khanka, Qalyubia.  تم النشر منذ 1 يوم مضت.",Negotiable
ركنة تفتح سرير عموله,"EGP 10,000","Asafra, Alexandria",1 day ago,ركنة تفتح سرير عموله.jpg,https://images.dubizzle.com.eg/thumbnails/133306910-400x300.jpeg,"ركنة تفتح سرير عموله. السعر: جنيه مصري 10000. الموقع: Asafra, Alexandria.  تم النشر منذ 1 يوم مضت.",Negotiable
١باب شقة و٣ باب غرفة,"EGP 15,000","Boulaq Dakrour, Giza",1 day ago,١باب شقة و٣ باب غرفة.jpg,https://images.dubizzle.com.eg/thumbnails/137209744-400x300.jpeg,"١باب شقة و٣ باب غرفة. السعر: جنيه مصري 15000. الموقع: Boulaq Dakrour, Giza.  تم النشر منذ 1 يوم مضت.",Negotiable
٦ كراسي سفره خشب,"EGP 3,000","1st District, Sheikh Zayed",1 day ago,٦ كراسي سفره خشب.jpg,https://images.dubizzle.com.eg/thumbnails/135066484-400x300.jpeg,"٦ كراسي سفره خشب. السعر: جنيه مصري 3000. الموقع: 1st District, Sheikh Zayed. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Negotiable
غرفه كامله,"EGP 20,000","Suez District, Suez",1 day ago,غرفه كامله.jpg,https://images.dubizzle.com.eg/thumbnails/137209396-400x300.jpeg,"غرفه كامله. السعر: جنيه مصري 20000. الموقع: Suez District, Suez.  تم النشر منذ 1 يوم مضت.",Negotiable
ترابيزه بني خشب من السيمري,"EGP 3,000","El Ashgar District Compound, 6th of October",1 day ago,ترابيزه بني خشب من السيمري.jpg,https://images.dubizzle.com.eg/thumbnails/137209001-400x300.jpeg,"ترابيزه بني خشب من السيمري. السعر: جنيه مصري 3000. الموقع: El Ashgar District Compound, 6th of October. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Negotiable
صالون مذهب مع ستارة وكونسول و2 كرسى صغير انتيك,"EGP 11,500","10th of Ramadan, Sharqia",1 day ago,صالون مذهب مع ستارة وكونسول و2 كرسى صغير انتيك.jpg,https://images.dubizzle.com.eg/thumbnails/80056872-400x300.jpeg,"صالون مذهب مع ستارة وكونسول و2 كرسى صغير انتيك. السعر: جنيه مصري 11500. الموقع: 10th of Ramadan, Sharqia.  تم النشر منذ 1 يوم مضت.",Fixed
٢ مفرش عروسه و كوفرته للبيع,"EGP 2,400","Hadayek al-Ahram, Giza",1 day ago,٢ مفرش عروسه و كوفرته للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/136532390-400x300.jpeg,"٢ مفرش عروسه و كوفرته للبيع. السعر: جنيه مصري 2400. الموقع: Hadayek al-Ahram, Giza.  تم النشر منذ 1 يوم مضت.",Negotiable
bed for sale,"EGP 27,000","Rehab Mall 1, New Cairo",1 day ago,bed for sale.jpg,https://images.dubizzle.com.eg/thumbnails/135011781-400x300.jpeg,"bed for sale. السعر: جنيه مصري 27000. الموقع: Rehab Mall 1, New Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
اكتوبر الفردوس,EGP 550,"El Fardous Compound, 6th of October",1 day ago,اكتوبر الفردوس.jpg,https://images.dubizzle.com.eg/thumbnails/132029586-400x300.jpeg,"اكتوبر الفردوس. السعر: جنيه مصري 550. الموقع: El Fardous Compound, 6th of October.  تم النشر منذ 1 يوم مضت.",Negotiable
أعمده وفازات رخاميه مطعمه بالنحاس,"EGP 24,500","Saba Pasha, Alexandria",1 day ago,أعمده وفازات رخاميه مطعمه بالنحاس.jpg,https://images.dubizzle.com.eg/thumbnails/135007708-400x300.jpeg,"أعمده وفازات رخاميه مطعمه بالنحاس. السعر: جنيه مصري 24500. الموقع: Saba Pasha, Alexandria.  تم النشر منذ 1 يوم مضت.",Fixed
نيش للبيع,"EGP 4,000","Salam City, Cairo",1 day ago,نيش للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/132559836-400x300.jpeg,"نيش للبيع. السعر: جنيه مصري 4000. الموقع: Salam City, Cairo.  تم النشر منذ 1 يوم مضت.",Negotiable
مرتبه فوربد,"EGP 3,000","10th of Ramadan, Sharqia",1 day ago,مرتبه فوربد.jpg,https://images.dubizzle.com.eg/thumbnails/137207668-400x300.jpeg,"مرتبه فوربد. السعر: جنيه مصري 3000. الموقع: 10th of Ramadan, Sharqia.  تم النشر منذ 1 يوم مضت.",Fixed
سفرة و ٦كراسي عمولة خشب زان,"EGP 6,000","Nasr City, Cairo",1 day ago,سفرة و ٦كراسي عمولة خشب زان.jpg,https://images.dubizzle.com.eg/thumbnails/109528766-400x300.jpeg,"سفرة و ٦كراسي عمولة خشب زان. السعر: جنيه مصري 6000. الموقع: Nasr City, Cairo. مصنوع من الخشب تم النشر منذ 1 يوم مضت.",Fixed
نيش  عمولة 4 دلفة,"EGP 3,500","Imbaba, Giza",1 day ago,نيش  عمولة 4 دلفة.jpg,https://images.dubizzle.com.eg/thumbnails/137207561-400x300.jpeg,"نيش  عمولة 4 دلفة. السعر: جنيه مصري 3500. الموقع: Imbaba, Giza.  تم النشر منذ 1 يوم مضت.",Fixed
غرفة نوم اطفال عمولة للبيع,"EGP 6,000","3rd District, 6th of October",1 day ago,غرفة نوم اطفال عمولة للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/137207316-400x300.jpeg,"غرفة نوم اطفال عمولة للبيع. السعر: جنيه مصري 6000. الموقع: 3rd District, 6th of October.  تم النشر منذ 1 يوم مضت.",Fixed
مطبخ بحالة جيدة جدا. . خشب كونتر اصلى,"EGP 24,000","Mokattam, Cairo",1 day ago,مطبخ بحالة جيدة جدا. . خشب كونتر اصلى.jpg,https://images.dubizzle.com.eg/thumbnails/137207161-400x300.jpeg,"مطبخ بحالة جيدة جدا. . خشب كونتر اصلى. السعر: جنيه مصري 24000. الموقع: Mokattam, Cairo. مصنوع من الخشب • حالة جيدة تم النشر منذ 1 يوم مضت.",Negotiable
صالون للبيع مستعمل خشب زان,"EGP 20,000","Nasr City, Cairo",1 day ago,صالون للبيع مستعمل خشب زان.jpg,https://images.dubizzle.com.eg/thumbnails/123333636-400x300.jpeg,"صالون للبيع مستعمل خشب زان. السعر: جنيه مصري 20000. الموقع: Nasr City, Cairo. مصنوع من الخشب • مستعمل تم النشر منذ 1 يوم مضت.",Fixed
طقم صيني كامل وارد دبي  صناعة ياباني ١٦٠ قطعة  مطلوب ١٧٠٠٠ جنية,"EGP 17,000","4th District, Sheikh Zayed",1 day ago,طقم صيني كامل وارد دبي  صناعة ياباني ١٦٠ قطعة  مطلوب ١٧٠٠٠ جنية.jpg,https://images.dubizzle.com.eg/thumbnails/137207208-400x300.jpeg,"طقم صيني كامل وارد دبي  صناعة ياباني ١٦٠ قطعة  مطلوب ١٧٠٠٠ جنية. السعر: جنيه مصري 17000. الموقع: 4th District, Sheikh Zayed.  تم النشر منذ 1 يوم مضت.",Fixed
ستارة بحاله ممتازة 3متر ونص البيع كلها بالشيفون والبلاك اوت وهي ستارة,"EGP 1,400","Ismailia City, Ismailia",1 day ago,ستارة بحاله ممتازة 3متر ونص البيع كلها بالشيفون والبلاك اوت وهي ستارة.jpg,https://images.dubizzle.com.eg/thumbnails/2913694-400x300.jpeg,"ستارة بحاله ممتازة 3متر ونص البيع كلها بالشيفون والبلاك اوت وهي ستارة. السعر: جنيه مصري 1400. الموقع: Ismailia City, Ismailia.  تم النشر منذ 1 يوم مضت.",Fixed
